"num","time","src","dest","protocol","length","info","src_port","dest_port","src_ip","dest_ip","hardware_src_addr","hardware_dst_addr","set"
"63","0.720846","xx-fbcdn-shv-01-sjc2.fbcdn.net","rescomp-15-239085.stanford.edu","TCP","54","http  >  49546 [FIN, ACK] Seq=1 Ack=1 Win=60 Len=0","80","49546","31.13.77.12","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"64","0.720891","rescomp-15-239085.stanford.edu","xx-fbcdn-shv-01-sjc2.fbcdn.net","TCP","54","49546  >  http [ACK] Seq=1 Ack=2 Win=258 Len=0","49546","80","10.31.69.86","31.13.77.12","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"148","1.575853","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4626 PTR 15.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"149","1.576215","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xbe86 PTR 251.0.0.224.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"150","1.576381","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xf3de PTR 91.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"151","1.576538","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x3567 PTR 57.76.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"152","1.576657","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x59c5 PTR 255.79.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"153","1.576763","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0x603a PTR 135.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"154","1.576885","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4e4b PTR 41.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"155","1.577038","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xfcfa PTR 189.87.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"156","1.577232","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x3cc6 PTR 79.87.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"157","1.577363","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x5d42 PTR 138.79.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"158","1.577496","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xb0d8 PTR 52.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"159","1.577598","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x9cd5 PTR 95.70.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"160","1.577713","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x2a97 PTR 87.68.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"161","1.577814","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x2243 PTR 252.0.0.224.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"162","1.578112","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xfdfd PTR 30.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"163","1.578338","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x7671 PTR 120.64.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"164","1.578739","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xfaed PTR 55.78.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"165","1.581044","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x5a78 PTR 170.80.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"166","1.582705","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x3028 PTR 11.82.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"167","1.584586","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xc330 PTR 80.81.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"168","1.584776","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0x3eca PTR 145.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"169","1.584896","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xe5ff PTR 142.69.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"170","1.585002","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x5cef PTR 44.78.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"171","1.585102","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x62ab PTR 71.73.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"172","1.585200","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x4ac0 PTR 51.86.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"173","1.585296","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x736f PTR 95.73.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"174","1.585391","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x38ca PTR 12.81.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"175","1.585488","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x68e5 PTR 33.84.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"176","1.585589","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xbf43 PTR 31.87.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"177","1.585681","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x59ac PTR 84.73.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"178","1.585776","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4248 PTR 145.69.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"179","1.585878","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x2f8c PTR 237.84.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"180","1.585974","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x2fd2 PTR 26.84.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"181","1.586068","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x7ca3 PTR 101.81.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"182","1.586160","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xcfe4 PTR 248.84.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"183","1.586250","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4cc7 PTR 159.68.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"184","1.586338","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0x286b PTR 104.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"185","1.586427","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xc4e7 PTR 32.65.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"186","1.586518","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xffc3 PTR 84.79.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"187","1.586611","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","88","Standard query 0x22f1 PTR 255.255.255.255.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"188","1.586700","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x45bf PTR 163.79.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"189","1.586787","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x44e2 PTR 32.79.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"190","1.586876","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x547d PTR 66.69.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"191","1.586967","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xf794 PTR 54.66.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"192","1.587055","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","88","Standard query 0xe9c8 PTR 250.255.255.239.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"193","1.587143","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x9556 PTR 105.67.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"194","1.587232","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xad9b PTR 90.67.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"195","1.587320","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x267b PTR 12.77.13.31.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"196","1.587407","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0x4dd0 PTR 86.69.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"197","1.587495","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x6fd7 PTR 107.78.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"198","1.587583","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xc2b2 PTR 75.78.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"199","1.587670","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xe129 PTR 192.64.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"200","1.587759","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0x9d53 PTR 62.140.19.172.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"201","1.587850","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xeb9e PTR 20.80.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"202","1.587939","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0xad1f PTR 255.95.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"203","1.588026","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","86","Standard query 0x2823 PTR 164.132.15.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"204","1.588115","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x7ad5 PTR 128.70.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"205","1.588204","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x5837 PTR 105.85.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"206","1.588292","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","85","Standard query 0x4082 PTR 127.68.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"207","1.588380","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xb1ed PTR 83.78.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"208","1.588468","rescomp-15-239085.stanford.edu","iron.stanford.edu","DNS","84","Standard query 0xbf24 PTR 24.85.31.10.in-addr.arpa","58969","53","10.31.69.86","171.67.1.234","10.31.69.86","00:00:5e:00:01:6b","NYTimes"
"209","1.589129","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x4626 PTR 15.132.15.10.in-addr.arpa PTR DN0a0f840f.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"210","1.592693","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","141","Standard query response 0xbe86 No such name PTR 251.0.0.224.in-addr.arpa SOA sns.dns.icann.org","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"211","1.592694","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","164","Standard query response 0x59c5 No such name PTR 255.79.31.10.in-addr.arpa SOA iron.stanford.edu","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"212","1.592694","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0xf3de PTR 91.132.15.10.in-addr.arpa PTR DN0a0f845b.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"213","1.592694","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x4e4b PTR 41.132.15.10.in-addr.arpa PTR DN0a0f8429.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"214","1.592695","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","279","Standard query response 0x603a PTR 135.132.15.10.in-addr.arpa PTR DN0a0f8487.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"215","1.592695","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x3567 PTR 57.76.31.10.in-addr.arpa PTR rescomp-15-297974.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"216","1.592695","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","275","Standard query response 0xfcfa PTR 189.87.31.10.in-addr.arpa PTR DN51ultt.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"217","1.592695","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","141","Standard query response 0x2243 No such name PTR 252.0.0.224.in-addr.arpa SOA sns.dns.icann.org","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"218","1.592696","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x3cc6 PTR 79.87.31.10.in-addr.arpa PTR DN51ulqf.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"219","1.592696","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0xfdfd PTR 30.132.15.10.in-addr.arpa PTR DN0a0f841e.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"220","1.592696","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x2a97 PTR 87.68.31.10.in-addr.arpa PTR rescomp-15-314314.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"221","1.592696","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0xb0d8 PTR 52.132.15.10.in-addr.arpa PTR DN0a0f8434.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"222","1.592697","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x9cd5 PTR 95.70.31.10.in-addr.arpa PTR rescomp-15-314196.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"223","1.592697","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x5d42 PTR 138.79.31.10.in-addr.arpa PTR NateAppleTV.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"224","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","279","Standard query response 0x7671 PTR 120.64.31.10.in-addr.arpa PTR rescomp-15-322125.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"225","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0xfaed PTR 55.78.31.10.in-addr.arpa PTR rescomp-15-253210.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"226","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","275","Standard query response 0x5a78 PTR 170.80.31.10.in-addr.arpa PTR DN51uk5a.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"227","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x3028 PTR 11.82.31.10.in-addr.arpa PTR DN51ukgb.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"228","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","279","Standard query response 0x3eca PTR 145.132.15.10.in-addr.arpa PTR DN0a0f8491.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"229","1.592698","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0xc330 PTR 80.81.31.10.in-addr.arpa PTR DN51ukag.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"230","1.592699","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x5cef PTR 44.78.31.10.in-addr.arpa PTR rescomp-14-289683.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"231","1.592699","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x4ac0 PTR 51.86.31.10.in-addr.arpa PTR DN51ulhj.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"232","1.592699","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","277","Standard query response 0x736f PTR 95.73.31.10.in-addr.arpa PTR rescomp-15-207483.stanford.edu NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"233","1.592699","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","279","Standard query response 0xe5ff PTR 142.69.31.10.in-addr.arpa PTR rescomp-15-298660.stanford.edu NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"234","1.592699","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x38ca PTR 12.81.31.10.in-addr.arpa PTR DN51uk8c.SUNet NS iron.stanford.edu NS ice.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
"235","1.592700","iron.stanford.edu","rescomp-15-239085.stanford.edu","DNS","273","Standard query response 0x68e5 PTR 33.84.31.10.in-addr.arpa PTR DN51ul11.SUNet NS ice.stanford.edu NS iron.stanford.edu A 171.64.1.234 AAAA 2607:f6d0:0:53::64:53 A 171.67.1.234 AAAA 2607:f6d0:0:53::67:53","53","58969","171.67.1.234","10.31.69.86","JuniperN_7e:b3:c1","a0:a8:cd:44:9e:6d","NYTimes"
